colName,coefVal,meanCoefVal,cdf_hat,zeroCDF_hat,p-value_hat,meanCoefCDF_hat,LB_hat (<= 0.025),UB_hat (>= 0.975),normal?,failToReject
Stacked_Bar_Chart&retrieve_value&reVLAT_VizChoices,-0.13262553675175173,-0.1523961943548923,0.538,0.881,0.238,0.482,-0.4515817495893329,0.130596373973207,False,True
Stacked_Bar_Chart&reVLAT_NoVizChoices,0.11398187434540796,0.056859890351553706,0.529,0.184,0.368,0.31,-0.3894984449919074,0.2693745315075576,False,True
Stacked_Bar_Chart&retrieve_value&reVLAT_NoVizChoices,0.6384023299009116,0.652216596986602,0.608,0.0,0.0,0.652,0.3890828496913208,1.1369292801111524,False,False
Stacked_Bar_Chart&find_extremum,0.10441390517233695,0.13809021498420943,0.284,0.173,0.346,0.358,-0.5426340281149155,0.5237181601992508,False,True
Stacked_Bar_Chart&find_extremum&ChatGPT,1.257963992430041,1.4601465173973036,0.256,0.0,0.0,0.629,1.0258299316252786,2.2801381875023936,False,False
Stacked_Bar_Chart&find_extremum&reVLAT_VizChoices&ChatGPT,0.6958249904690573,0.7675021020733147,0.401,0.04,0.08,0.495,-0.0795697488524571,1.46642913324755,False,True
Stacked_Bar_Chart&find_extremum&reVLAT_NoVizChoices&ChatGPT,0.5621390019608608,0.6926444153239836,0.532,0.017,0.034,0.68,0.028232612344354,2.1258583658842167,False,False
Stacked_Bar_Chart&find_extremum&Gemini,-1.1535500872581954,-1.3220563024130747,0.49,1.0,0.0,0.261,-2.6935608933993485,-0.8000638922176989,False,False
Stacked_Bar_Chart&find_extremum&reVLAT_VizChoices&Gemini,-0.5747050895195838,-0.4049052443512001,0.455,0.841,0.31800000000000006,0.658,-1.153811297087036,0.9975979521614524,False,True
Stacked_Bar_Chart&find_extremum&reVLAT_NoVizChoices&Gemini,-0.5788449977379757,-0.9171510580618897,0.513,0.972,0.05600000000000005,0.205,-3.5912493066726907,0.010635822903101,False,True
Stacked_Bar_Chart&find_extremum&reVLAT_VizChoices,0.12111990094957573,0.3625968577221118,0.226,0.092,0.184,0.588,-0.1271252513238568,1.15841901284919,False,True
Stacked_Bar_Chart&find_extremum&reVLAT_NoVizChoices,-0.016705995777213427,-0.22450664273789842,0.606,0.641,0.718,0.268,-1.5543333482627906,0.3365195810249067,False,True
Stacked_Bar_Chart&make_comparisons,-0.15002870408130148,-0.15446541127335073,0.561,0.89,0.21999999999999997,0.546,-0.3482173142553356,0.1023724087359934,False,True
Stacked_Bar_Chart&make_comparisons&ChatGPT,-0.4774824987095128,-0.5276068841823092,0.611,1.0,0.0,0.442,-0.8618107074799642,-0.2516675009431073,False,False
Stacked_Bar_Chart&make_comparisons&reVLAT_VizChoices&ChatGPT,0.17990023546420073,0.14939480909218425,0.582,0.22,0.44,0.508,-0.2234357237203591,0.5308851015422161,False,True
Stacked_Bar_Chart&make_comparisons&reVLAT_NoVizChoices&ChatGPT,-0.6573827341740304,-0.6770016932744854,0.466,1.0,0.0,0.415,-1.278836644827502,-0.3067532062293054,False,False
Stacked_Bar_Chart&make_comparisons&Gemini,0.32745379462822477,0.3731414729089437,0.487,0.003,0.006,0.614,0.0924235302718583,0.8859425012577773,False,False
Stacked_Bar_Chart&make_comparisons&reVLAT_VizChoices&Gemini,0.1777855202326092,0.06698984353158839,0.629,0.365,0.73,0.454,-0.4962731020182487,0.5157838783620627,False,True
Stacked_Bar_Chart&make_comparisons&reVLAT_NoVizChoices&Gemini,0.149668274395578,0.30615162937734347,0.412,0.161,0.322,0.658,-0.1847179845304257,1.2546201341858858,False,True
Stacked_Bar_Chart&make_comparisons&reVLAT_VizChoices,0.35768575569691585,0.2163846526237817,0.837,0.078,0.156,0.473,-0.1219669774249789,0.4652019266149364,False,True
Stacked_Bar_Chart&make_comparisons&reVLAT_NoVizChoices,-0.5077144597782842,-0.3708500638971292,0.229,0.933,0.1339999999999999,0.61,-0.6472296781106875,0.0885425468432856,False,True
OneHundred_Stacked_Bar_Chart&retrieve_value,-0.8743425913194355,-0.8804576214430214,0.537,1.0,0.0,0.514,-1.1726972500416564,-0.5395423338218818,False,False
OneHundred_Stacked_Bar_Chart,-0.9062367932145848,-0.8439627853915936,0.22,1.0,0.0,0.456,-1.1327500259981151,-0.6567090079798737,False,False
OneHundred_Stacked_Bar_Chart&ChatGPT,-2.471909381832426,-2.4225701681743805,0.354,1.0,0.0,0.468,-2.8126938818247376,-2.1095894493093272,False,False
OneHundred_Stacked_Bar_Chart&retrieve_value&ChatGPT,-2.1061052432658016,-2.064783379711109,0.41,1.0,0.0,0.483,-2.507335440771027,-1.6719938806903896,False,False
OneHundred_Stacked_Bar_Chart&reVLAT_VizChoices&ChatGPT,-1.3102429003877456,-1.2917777781184432,0.355,1.0,0.0,0.425,-1.972288526668125,-1.0423508242505592,False,False
OneHundred_Stacked_Bar_Chart&retrieve_value&reVLAT_VizChoices&ChatGPT,-1.4999384906589166,-1.460048386220737,0.405,1.0,0.0,0.499,-1.8561848477993537,-1.083572414156831,False,False
OneHundred_Stacked_Bar_Chart&reVLAT_NoVizChoices&ChatGPT,-1.1616664814450048,-1.1307923900559929,0.413,1.0,0.0,0.528,-1.3786785722003152,-0.7273091620586605,False,False
OneHundred_Stacked_Bar_Chart&retrieve_value&reVLAT_NoVizChoices&ChatGPT,-0.6061667526059717,-0.6047349934903596,0.27220274251394416,0.5,0.0,0.27267827296422187,-0.609687558133602,-0.5997824288471189,True,False
OneHundred_Stacked_Bar_Chart&Gemini,1.5656725886169076,1.5786073827828198,0.472,0.0,0.0,0.514,1.1489994230313867,2.0396278267457704,False,False
OneHundred_Stacked_Bar_Chart&retrieve_value&Gemini,1.2317626519458713,1.1843257582680502,0.629,0.0,0.0,0.501,0.7158712142784417,1.586624000012463,False,False
OneHundred_Stacked_Bar_Chart&reVLAT_VizChoices&Gemini,1.3044455413058882,1.342346848531385,0.553,0.0,0.0,0.647,1.063457758615106,2.339748182416843,False,False
OneHundred_Stacked_Bar_Chart&retrieve_value&reVLAT_VizChoices&Gemini,1.3524659047491263,1.273426743523836,0.611,0.0,0.0,0.424,0.4828555896960065,1.649858440822905,False,False
OneHundred_Stacked_Bar_Chart&reVLAT_NoVizChoices&Gemini,0.26122704731138224,0.23626053425143104,0.431,0.096,0.192,0.355,-0.4864077750406747,0.5381477782683415,False,True
OneHundred_Stacked_Bar_Chart&retrieve_value&reVLAT_NoVizChoices&Gemini,-0.12070325280309739,-0.08910098525576016,0.507,0.799,0.4019999999999999,0.607,-0.3842078780790701,0.6283870622098838,False,True
OneHundred_Stacked_Bar_Chart&reVLAT_VizChoices,-0.00579735908123592,0.050569070412959036,0.348,0.368,0.736,0.61,-0.1315815592013359,0.4133051441560088,False,True
OneHundred_Stacked_Bar_Chart&retrieve_value&reVLAT_VizChoices,-0.147472585910049,-0.18662164269690254,0.533,0.914,0.17199999999999993,0.404,-0.6782256791089339,0.0522487294355136,False,True
OneHundred_Stacked_Bar_Chart&reVLAT_NoVizChoices,-0.9004394341333336,-0.8945318558045439,0.346,1.0,0.0,0.369,-1.488221971097054,-0.7127228185085824,False,False
OneHundred_Stacked_Bar_Chart&retrieve_value&reVLAT_NoVizChoices,-0.7268700054091226,-0.6938359787461279,0.51,0.979,0.04200000000000004,0.644,-0.9254623107980832,-0.0161702922489156,False,False
OneHundred_Stacked_Bar_Chart&find_extremum,-1.289521457227908,-1.2281077991301226,0.199,1.0,0.0,0.346,-2.124900676681863,-0.9498688327804606,False,False
OneHundred_Stacked_Bar_Chart&find_extremum&ChatGPT,-1.3481052069932393,-1.2539236786288652,0.282,1.0,0.0,0.472,-1.6077691004161854,-0.9373667531472948,False,False
OneHundred_Stacked_Bar_Chart&find_extremum&reVLAT_VizChoices&ChatGPT,-0.5488564854797071,-0.5219475707770316,0.332,1.0,0.0,0.46,-0.692729620849532,-0.3853646867387071,False,False
OneHundred_Stacked_Bar_Chart&find_extremum&reVLAT_NoVizChoices&ChatGPT,-0.799248721513506,-0.731976107851822,0.32,1.0,0.0,0.476,-1.03706705159825,-0.4353021404301461,False,False
OneHundred_Stacked_Bar_Chart&find_extremum&Gemini,0.058583749765471385,0.02581587949871354,0.451,0.353,0.706,0.399,-1.122680169163523,0.4638600505810378,False,True
OneHundred_Stacked_Bar_Chart&find_extremum&reVLAT_VizChoices&Gemini,0.02785843773592548,0.11553716825998803,0.385,0.328,0.656,0.555,-0.6413184124980135,1.1353405576293174,False,True
OneHundred_Stacked_Bar_Chart&find_extremum&reVLAT_NoVizChoices&Gemini,0.030725312029456407,-0.08972128876128858,0.54,0.491,0.982,0.357,-2.260859335388381,0.5375375782080809,False,True
OneHundred_Stacked_Bar_Chart&find_extremum&reVLAT_VizChoices,-0.520998047743476,-0.4064104025170282,0.327,0.947,0.1060000000000001,0.545,-1.092597233848516,0.5661021904848844,False,True
OneHundred_Stacked_Bar_Chart&find_extremum&reVLAT_NoVizChoices,-0.7685234094837528,-0.821697396613127,0.43,0.999,0.0020000000000000018,0.326,-2.6834438945681574,-0.3372616893308534,False,False
OneHundred_Stacked_Bar_Chart&make_comparisons,1.2576272553324643,1.2646026351815949,0.598,0.0,0.0,0.618,1.0154322739721455,1.9994276135026023,False,False
OneHundred_Stacked_Bar_Chart&make_comparisons&ChatGPT,0.9823010684264762,0.8961368901655545,0.644,0.0,0.0,0.471,0.3025162210369596,1.3156144767958942,False,False
OneHundred_Stacked_Bar_Chart&make_comparisons&reVLAT_VizChoices&ChatGPT,0.7385520757517152,0.6902181788793368,0.536,0.041,0.082,0.428,-0.3763182729478377,1.1160018704500096,False,True
OneHundred_Stacked_Bar_Chart&make_comparisons&reVLAT_NoVizChoices&ChatGPT,0.24374899267487823,0.2059187112862138,0.619,0.117,0.234,0.548,-0.1182339332770162,0.6836690247137661,False,True
OneHundred_Stacked_Bar_Chart&make_comparisons&Gemini,0.27532618690558536,0.3684657450160433,0.435,0.054,0.108,0.614,-0.0510194187355763,1.6978940900588164,False,True
OneHundred_Stacked_Bar_Chart&make_comparisons&reVLAT_VizChoices&Gemini,-0.07587880117917023,-0.04661706325244676,0.604,0.707,0.5860000000000001,0.652,-0.6796270650721039,2.4598283989030585,False,True
OneHundred_Stacked_Bar_Chart&make_comparisons&reVLAT_NoVizChoices&Gemini,0.3512049880847506,0.4150828082684848,0.376,0.059,0.118,0.483,-0.8853279769071148,1.192182618698024,False,True
OneHundred_Stacked_Bar_Chart&make_comparisons&reVLAT_VizChoices,0.6626732745723622,0.643601115626888,0.673,0.003,0.006,0.63,0.2204283821714404,2.110835831197116,False,False
OneHundred_Stacked_Bar_Chart&make_comparisons&reVLAT_NoVizChoices,0.5949539807593317,0.6210015195546923,0.434,0.034,0.068,0.519,-0.1180208732706403,1.246609950975478,False,True
Pie_Chart&retrieve_value,-0.9746548950918379,-0.9848327712121361,0.605,1.0,0.0,0.571,-1.2196559165459024,-0.6546823863915529,False,False
Pie_Chart,-1.266401408717449,-1.2624286328245982,0.439,1.0,0.0,0.452,-1.5419394002745352,-1.0562134292496237,False,False
Pie_Chart&ChatGPT,-2.6512322720821206,-2.6197986664087307,0.1060869632018053,0.5,0.0,0.10734768863581864,-2.633985642875219,-2.605611689942249,True,False
Pie_Chart&retrieve_value&ChatGPT,-1.8594346690137928,-1.9023413401701073,0.55,1.0,0.0,0.454,-2.3346073740966258,-1.6039281269593255,False,False
Pie_Chart&reVLAT_VizChoices&ChatGPT,-3.0984511107745814,-3.104323895640281,0.477,1.0,0.0,0.471,-3.656954409058265,-2.681484230993611,False,False
Pie_Chart&retrieve_value&reVLAT_VizChoices&ChatGPT,-0.5661284785762029,-0.5741876253554661,0.539,1.0,0.0,0.474,-0.6929942226686616,-0.466328300476722,False,False
Pie_Chart&reVLAT_NoVizChoices&ChatGPT,0.4472188386931829,0.484525229231545,0.502,0.0,0.0,0.59,0.2037801130859715,0.942199747899123,False,False
Pie_Chart&retrieve_value&reVLAT_NoVizChoices&ChatGPT,-1.293306190437548,-1.3281537148146165,0.536,1.0,0.0,0.451,-1.73699685013711,-1.0299382879385826,False,False
Pie_Chart&Gemini,1.3848308633651656,1.3573700335841385,0.481,0.0,0.0,0.408,0.8468050278358917,1.683662837428726,False,False
Pie_Chart&retrieve_value&Gemini,0.8847797739217381,0.9175085689579924,0.486,0.0,0.0,0.561,0.5937383586512793,1.395265162723662,False,False
Pie_Chart&reVLAT_VizChoices&Gemini,1.7990027133852504,1.8422194312064981,0.477,0.0,0.0,0.562,1.5149015360025455,2.3181061080387404,False,False
Pie_Chart&retrieve_value&reVLAT_VizChoices&Gemini,0.8207225579981933,0.7810726460390529,0.578,0.0,0.0,0.453,0.3952054168408142,1.0664404119409314,False,False
Pie_Chart&reVLAT_NoVizChoices&Gemini,-0.41417185001981244,-0.48484939762235607,0.442,0.999,0.0020000000000000018,0.307,-1.3272340721038292,-0.1247952651668041,False,False
Pie_Chart&retrieve_value&reVLAT_NoVizChoices&Gemini,0.06405721592325231,0.13643592291894235,0.474,0.358,0.716,0.614,-0.3700783752883679,0.9348834715104316,False,True
Pie_Chart&reVLAT_VizChoices,-1.2994483973908302,-1.2621044644338053,0.419,1.0,0.0,0.54,-1.5867281411863494,-0.9134395120214036,False,False
Pie_Chart&retrieve_value&reVLAT_VizChoices,0.2545940794220856,0.20688502068356407,0.573,0.117,0.234,0.417,-0.1802791451751274,0.4446277051453423,False,True
Pie_Chart&reVLAT_NoVizChoices,0.033046988673717,-0.0003241683908123673,0.447,0.328,0.656,0.327,-0.5474306299730468,0.2533155642846882,False,True
Pie_Chart&retrieve_value&reVLAT_NoVizChoices,-1.2292489745131487,-1.1917177918957236,0.576,1.0,0.0,0.669,-1.528856056360608,-0.5327489482880567,False,False
Pie_Chart&find_extremum,1.8644168687962814,2.0527871878534287,0.124,0.0,0.0,0.539,1.7658233572992132,2.466347249071366,False,False
Pie_Chart&find_extremum&ChatGPT,2.301607157872927,2.3421860096416443,0.473,0.0,0.0,0.539,1.846652732217487,2.88332213569122,False,False
Pie_Chart&find_extremum&reVLAT_VizChoices&ChatGPT,-1.5482354258792974,-1.532073001370476,0.426,1.0,0.0,0.458,-1.9815993303579489,-1.1921357231848748,False,False
Pie_Chart&find_extremum&reVLAT_NoVizChoices&ChatGPT,3.8498425837524444,3.874259011012126,0.525,0.0,0.0,0.559,3.1693881845398613,4.789996312459904,False,False
Pie_Chart&find_extremum&Gemini,-0.4371902890769105,-0.28939882178821646,0.264,0.863,0.274,0.548,-0.7046000982442748,0.2698103004633955,False,True
Pie_Chart&find_extremum&reVLAT_VizChoices&Gemini,0.11199193120074392,0.11325872250690965,0.5445849837545218,0.5,1.2125923339585805e-43,0.5450871639540332,0.09798379677657897,0.12853364823724064,True,False
Pie_Chart&find_extremum&reVLAT_NoVizChoices&Gemini,-0.5491822202777238,-0.402657544295119,0.371,0.841,0.31800000000000006,0.553,-1.1517414154006924,0.5740621437844932,False,True
Pie_Chart&find_extremum&reVLAT_VizChoices,-1.4362434946784972,-1.4188142788635814,0.453,1.0,0.0,0.484,-1.855612927372477,-1.0142539276750089,False,False
Pie_Chart&find_extremum&reVLAT_NoVizChoices,3.3006603634762013,3.471601466717023,0.337,0.0,0.0,0.567,2.973420730136125,4.189130708525788,False,False
Pie_Chart&make_comparisons,-2.156163382421668,-2.3303830494659152,0.726,1.0,0.0,0.349,-3.0646276839131947,-1.9738348549624136,False,False
Pie_Chart&make_comparisons&ChatGPT,-3.0934047609412803,-3.0596433358803097,0.507,1.0,0.0,0.538,-3.71767711292581,-2.326049500500392,False,False
Pie_Chart&make_comparisons&reVLAT_VizChoices&ChatGPT,-0.9840872063206567,-0.9980632689143185,0.545,1.0,0.0,0.488,-1.1672442013696678,-0.8424826625822527,False,False
Pie_Chart&make_comparisons&reVLAT_NoVizChoices&ChatGPT,-2.1093175546224767,-2.0615800669659317,0.487,1.0,0.0,0.571,-2.6731287213546366,-1.348213142214311,False,False
Pie_Chart&make_comparisons&Gemini,0.9372413785199372,0.7292602864143436,0.611,0.138,0.276,0.281,-0.5381099359124306,1.2828502254160443,False,True
Pie_Chart&make_comparisons&reVLAT_VizChoices&Gemini,0.8662882241856951,0.9478880626605305,0.555,0.0,0.0,0.712,0.5098331012724029,1.9963608283949683,False,False
Pie_Chart&make_comparisons&reVLAT_NoVizChoices&Gemini,0.0709531543346959,-0.21862777624618765,0.525,0.416,0.832,0.212,-2.474684057964314,0.590518242615292,False,True
Pie_Chart&make_comparisons&reVLAT_VizChoices,-0.11779898213497632,-0.05017520625379575,0.576,0.798,0.4039999999999999,0.716,-0.4667573731961724,0.9365342380668676,False,True
Pie_Chart&make_comparisons&reVLAT_NoVizChoices,-2.038364400286949,-2.2802078432121347,0.565,1.0,0.0,0.205,-3.933156142361116,-1.7370710215510776,False,False
Histogram&retrieve_value,1.0979382413160055,1.1918691283952942,0.381,0.0,0.0,0.554,0.920662250128612,1.57907103443379,False,False
Histogram,-0.029664274231999906,-0.10816443906584448,0.561,0.663,0.6739999999999999,0.451,-0.4885454077537957,0.1175935541613974,False,True
Histogram&ChatGPT,1.169803208347316,1.0998220721701546,0.545,0.0,0.0,0.428,0.6621944725033256,1.581044534934594,False,False
Histogram&retrieve_value&ChatGPT,0.6519441430424866,0.7351039519962903,0.508,0.0,0.0,0.604,0.2655038221601629,1.2647398463206625,False,False
Histogram&reVLAT_VizChoices&ChatGPT,1.4654645322233195,1.750966872735569,0.149,0.0,0.0,0.555,1.296083930608285,2.358254369777899,False,False
Histogram&retrieve_value&reVLAT_VizChoices&ChatGPT,-0.9222825124776661,-1.0431841496513021,0.623,1.0,0.0,0.454,-1.6954769296871015,-0.4678362346210373,False,False
Histogram&reVLAT_NoVizChoices&ChatGPT,-0.2956613238762124,-0.6511448005654084,0.794,0.93,0.1399999999999999,0.365,-1.5276968352719422,0.173976438203166,False,True
Histogram&retrieve_value&reVLAT_NoVizChoices&ChatGPT,1.5742266555200544,1.778288101647629,0.436,0.0,0.0,0.616,0.9256154469612558,2.818468959626236,False,False
Histogram&Gemini,-1.1994674825791838,-1.2079865112360333,0.444,1.0,0.0,0.423,-1.8200709501162324,-0.87931351155225,False,False
Histogram&retrieve_value&Gemini,0.4459940982736677,0.45676517639899855,0.544,0.002,0.004,0.575,0.1094803873416376,1.0825463625630567,False,False
Histogram&reVLAT_VizChoices&Gemini,-1.5760098743402746,-1.725199225926947,0.755,1.0,0.0,0.5,-2.1936493281479787,-1.198717958380063,False,False
Histogram&retrieve_value&reVLAT_VizChoices&Gemini,1.4926642831448804,1.535410428285616,0.9320612865095477,0.5,0.0,0.9374818040200307,1.5182991527098928,1.5525217038613348,True,False
Histogram&reVLAT_NoVizChoices&Gemini,0.3765423917614753,0.51721271469095,0.26,0.098,0.196,0.513,-0.5574929059079325,1.1618540527822048,False,True
Histogram&retrieve_value&reVLAT_NoVizChoices&Gemini,-1.0466701848717317,-1.0786452518866458,0.558,0.981,0.038000000000000034,0.524,-1.8374785166815384,-0.0291312799916638,False,False
Histogram&reVLAT_VizChoices,-0.11054534211712498,0.025767646808593208,0.191,0.461,0.922,0.516,-0.2291446064896318,0.3067305750864783,False,True
Histogram&retrieve_value&reVLAT_VizChoices,0.5703817706673401,0.4922262786343374,0.7157899553720224,0.5,0.0,0.6887197579657545,0.4817022922385125,0.502750265030162,True,False
Histogram&reVLAT_NoVizChoices,0.08088106788510285,-0.13393208587446,0.69,0.531,0.938,0.455,-0.7966094680503736,0.2542921067632184,False,True
Histogram&retrieve_value&reVLAT_NoVizChoices,0.5275564706487882,0.6996428497609731,0.396,0.0,0.0,0.553,0.3072527929464874,1.350545321616357,False,False
Histogram&find_extremum,0.3379232406204502,0.28414466162586494,0.426,0.306,0.612,0.389,-0.3529526263400873,0.8884934265028296,False,True
Histogram&find_extremum&ChatGPT,-0.4638573932895839,-0.9426519466486025,0.632,0.98,0.040000000000000036,0.371,-2.195529260482729,-0.0293527034359183,False,False
Histogram&find_extremum&reVLAT_VizChoices&ChatGPT,0.1530661705361435,0.7897161260871634,0.201,0.097,0.194,0.598,-0.2082528757485763,2.196111720003563,False,True
Histogram&find_extremum&reVLAT_NoVizChoices&ChatGPT,-0.6169235638258527,-1.7323680727357615,0.766,0.995,0.010000000000000009,0.365,-4.099579728385415,-0.2536158515224247,False,False
Histogram&find_extremum&Gemini,0.8017806339102073,1.2267966082744581,0.162,0.0,0.0,0.551,0.6316677780087512,2.1626319313404503,False,False
Histogram&find_extremum&reVLAT_VizChoices&Gemini,0.6228139039061947,0.36377266924226914,0.699,0.234,0.468,0.478,-0.4329135451258498,1.07924103405043,False,True
Histogram&find_extremum&reVLAT_NoVizChoices&Gemini,0.17896673000405572,0.8630239390321903,0.225,0.098,0.196,0.552,-0.1852346889595559,2.477236345456417,False,True
Histogram&find_extremum&reVLAT_VizChoices,0.7758800744419334,1.1534887953294495,0.185,0.0,0.0,0.566,0.5130611825228863,2.065125511352497,False,False
Histogram&find_extremum&reVLAT_NoVizChoices,-0.4379568338218609,-0.8693441337035753,0.637,0.939,0.12200000000000011,0.367,-2.1771129252138857,0.1311153491841351,False,True
Histogram&make_comparisons,-1.4655257561685888,-1.5841782290870174,0.555,1.0,0.0,0.362,-2.45706170775228,-1.1593579095097148,False,False
Histogram&make_comparisons&ChatGPT,0.9817164585941628,1.3073700668224526,0.213,0.0,0.0,0.561,0.8333263773065077,2.3292883859567497,False,False
Histogram&make_comparisons&reVLAT_VizChoices&ChatGPT,2.2346808741657935,2.0044348962997263,0.9872377568147229,0.5,0.0,0.9774355563536401,1.9816608511449094,2.027208941454536,True,False
Histogram&make_comparisons&reVLAT_NoVizChoices&ChatGPT,-1.252964415571022,-0.6970648294772471,0.249,0.85,0.30000000000000004,0.553,-1.5920324594200492,0.985881902268426,False,True
Histogram&make_comparisons&Gemini,-2.447242214761342,-2.8915482959094874,0.843,1.0,0.0,0.274,-4.573258641574027,-2.257690214770697,False,False
Histogram&make_comparisons&reVLAT_VizChoices&Gemini,-3.691488061391026,-3.624382323454941,0.491,1.0,0.0,0.552,-4.560653662539879,-2.445221667573637,False,False
Histogram&make_comparisons&reVLAT_NoVizChoices&Gemini,1.2442458466291624,0.7328340275453994,0.676,0.143,0.286,0.276,-1.792175103162668,1.8483226650771123,False,True
Histogram&make_comparisons&reVLAT_VizChoices,-1.4568071872266497,-1.6199474271551622,0.716,1.0,0.0,0.505,-2.2526946769605023,-0.8934824108516466,False,False
Histogram&make_comparisons&reVLAT_NoVizChoices,-0.008718568941942522,0.0357691980681549,0.334,0.352,0.704,0.4,-1.4271357999323129,0.811523637609638,False,True
Scatterplot&retrieve_value,0.0619360866432449,0.09073629303279676,0.404,0.164,0.328,0.525,-0.1269262277547972,0.3325360261023861,False,True
Scatterplot,1.1601836726728132,1.1504288279459804,0.554,0.0,0.0,0.509,0.9236599374149332,1.3726312303593728,False,False
Scatterplot&ChatGPT,1.9594792942734751,1.9274807125048203,0.61,0.0,0.0,0.538,1.629988785002113,2.3300247301293244,False,False
Scatterplot&retrieve_value&ChatGPT,-0.5189204569959412,-0.4756753079965686,0.353,0.997,0.006000000000000005,0.493,-0.8444423085525226,-0.1581959773538382,False,False
Scatterplot&reVLAT_VizChoices&ChatGPT,0.4837054497952233,0.44974487393446777,0.565,0.019,0.038,0.465,0.0305431935467613,0.7764382595586883,False,False
Scatterplot&retrieve_value&reVLAT_VizChoices&ChatGPT,-0.6537132411580457,-0.4532713513269164,0.228,0.904,0.19199999999999995,0.585,-0.8848114960497436,0.2069854506501968,False,True
Scatterplot&reVLAT_NoVizChoices&ChatGPT,1.4757738444792072,1.4777358385703652,0.616,0.0,0.0,0.622,1.073949303762952,2.1993354960620146,False,False
Scatterplot&retrieve_value&reVLAT_NoVizChoices&ChatGPT,0.13479278416190013,-0.022403956669639635,0.695,0.445,0.89,0.414,-0.7291055353440097,0.4711500440177539,False,True
Scatterplot&Gemini,-0.7992956216011983,-0.7770518845588352,0.366,1.0,0.0,0.432,-1.1071801741525515,-0.5795353079161545,False,False
Scatterplot&retrieve_value&Gemini,0.5808565436393157,0.5664116010293632,0.599,0.0,0.0,0.54,0.3392485898746176,0.8704393370990476,False,False
Scatterplot&reVLAT_VizChoices&Gemini,0.45976601385621824,0.42316585095212234,0.687,0.003,0.006,0.563,0.1247562414424991,0.8258810825810552,False,False
Scatterplot&retrieve_value&reVLAT_VizChoices&Gemini,0.199419381997619,0.13109243010926075,0.61,0.222,0.444,0.473,-0.328332404331959,0.508479203978167,False,True
Scatterplot&reVLAT_NoVizChoices&Gemini,-1.2590616354574882,-1.2002177355109354,0.249,1.0,0.0,0.358,-1.94077584387668,-0.892754614909354,False,False
Scatterplot&retrieve_value&reVLAT_NoVizChoices&Gemini,0.3814371616416476,0.43531917092009004,0.474,0.011,0.022,0.607,0.0606621056948636,1.1757017289681666,False,False
Scatterplot&reVLAT_VizChoices,0.9434714636514492,0.8729107248865963,0.745,0.0,0.0,0.503,0.5952810197414099,1.1706332904920755,False,False
Scatterplot&retrieve_value&reVLAT_VizChoices,-0.4542938591604193,-0.32217892121766073,0.186,0.957,0.08600000000000008,0.543,-0.6239825136934983,0.0491189496214681,False,True
Scatterplot&reVLAT_NoVizChoices,0.2167122090213329,0.27751810305939256,0.221,0.067,0.134,0.494,-0.0708373198699389,0.65057831832489,False,True
Scatterplot&retrieve_value&reVLAT_NoVizChoices,0.516229945803666,0.41291521425045313,0.748,0.015,0.03,0.509,0.0302184926087241,0.7915572218709022,False,False
Scatterplot&find_extremum,2.484921732394515,2.793071254402906,0.079,0.0,0.0,0.562,2.3836680910951107,3.453841890651097,False,False
Scatterplot&find_extremum&ChatGPT,-0.2748408106916925,-0.029804938896346812,0.213,0.636,0.728,0.594,-0.5113089989663673,1.467682320284598,False,True
Scatterplot&find_extremum&reVLAT_VizChoices&ChatGPT,-1.5452818679116065,-1.3513082254929119,0.257,1.0,0.0,0.441,-2.6401614654049923,-0.5413822488535125,False,False
Scatterplot&find_extremum&reVLAT_NoVizChoices&ChatGPT,1.2704410572198912,1.3215032865965652,0.54,0.001,0.002,0.597,0.4228788488953603,4.0134851099573225,False,False
Scatterplot&find_extremum&Gemini,2.7597625430867274,2.822876193299246,0.403,0.0,0.0,0.505,1.997242603735892,3.429565765297365,False,False
Scatterplot&find_extremum&reVLAT_VizChoices&Gemini,4.14947396781181,4.238951929345377,0.45,0.0,0.0,0.516,3.423009580073014,5.193387803945656,False,False
Scatterplot&find_extremum&reVLAT_NoVizChoices&Gemini,-1.389711424724948,-1.4160757360461103,0.505,1.0,0.0,0.476,-2.736935123618428,-0.585892449082908,False,False
Scatterplot&find_extremum&reVLAT_VizChoices,2.604192099899335,2.8876437038525378,0.194,0.0,0.0,0.502,2.0980523255000274,3.595351078395522,False,False
Scatterplot&find_extremum&reVLAT_NoVizChoices,-0.11927036750531118,-0.09457244944957563,0.544,0.72,0.56,0.597,-0.6691014982507114,1.3331175335624468,False,True
Scatterplot&determine_range,0.15285051810780412,0.2099520405358497,0.29,0.02,0.04,0.535,0.0086536426483596,0.4631512106640074,False,False
Scatterplot&determine_range&ChatGPT,-0.6082433655927652,-0.5062711716770935,0.291,0.995,0.010000000000000009,0.522,-0.8646038432081843,-0.1061855967185168,False,False
Scatterplot&determine_range&reVLAT_VizChoices&ChatGPT,-0.27752934831131126,-0.22791535171828295,0.401,0.848,0.30400000000000005,0.495,-0.7253512343625947,0.2438024468500053,False,True
Scatterplot&determine_range&reVLAT_NoVizChoices&ChatGPT,-0.33071401728143995,-0.27835581995881353,0.428,0.861,0.278,0.55,-1.0200055934238446,0.4889486365272551,False,True
Scatterplot&determine_range&Gemini,0.7610938837005125,0.7162232122129406,0.652,0.0,0.0,0.516,0.4390748903530814,1.0402477220460356,False,False
