index,chartType,qNum,question,answer,qType,qaInput,response,time,correct,qType_simple,expType,LLM
501,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?,$34-$62,0.9249649047851562,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
6179,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?,Variable,0.4072868824005127,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
2102,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,Variable,0.4042460918426513,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
5342,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?,1-150,0.561837912,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
2975,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?,Variable,0.7839627265930176,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
2841,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?,454,0.4022920131683349,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
1226,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,Increasing.,0.5126619338989258,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
1255,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?,Variable,0.4964890480041504,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
1339,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$1.18-$2.19,1.1937298774719238,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
2997,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?,Variable,0.5124490261077881,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
5409,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?,Variable,1.0170307159423828,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
1168,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?,Variable,0.8579862117767334,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
2265,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?,1.92,0.4796061515808105,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
3420,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?,Variable,0.6117129325866699,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
3299,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$1.20-$2.20,0.7221770286560059,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
3657,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?,Variable,0.5176739692687988,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
1223,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$1.18-$1.96,0.5834362506866455,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
5077,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?,$34-$62,0.4901130199432373,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
3429,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?,Variable,0.5215988159179688,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
5656,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$1.40-$2.20,0.7100818157196045,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
735,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?,Range,0.8127729892730713,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
3883,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?,$30-$60,0.5176622867584229,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
5531,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?,Variable.,0.5098249912261963,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
2228,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?,Variable,0.4831721782684326,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
4688,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?,1-816km,0.7990069389343262,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
3091,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?,Variable,0.4253218173980713,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
4655,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?,$34-$62,0.6520071029663086,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
3719,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?,Unknown.,0.6137070655822754,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
605,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?,Insufficient.,0.4450900554656982,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
3129,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,Increasing.,0.4837970733642578,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
442,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?,Variable,0.5373420715332031,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
1063,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?,Variable,0.8693678379058838,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
1005,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?,Varies,0.8950440883636475,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
5734,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,Increasing.,0.4848461151123047,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
5085,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?,1-816km,0.5415811538696289,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
1669,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$1-$2,0.6271648406982422,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
606,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?,Insufficient.,0.4056811332702636,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
1486,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?,524,0.449319839,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
5474,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?,Variable.,0.4785761833190918,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
1453,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?,Variable,0.9223618507385254,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
6222,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?,Undefined.,0.3897149562835693,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
1379,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?,$34-$62,0.6124060153961182,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
6118,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?,Variable,0.3916869163513183,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
5436,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?,Variable,0.4048414230346679,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
5096,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?,Insufficient.,0.6156980991363525,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
1393,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?,Undefined.,0.7139520645141602,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
913,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?,$34-$62,0.6217441558837891,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
4529,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?,Variable,0.5228102207183838,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
2963,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$1.40-$2.00,0.8104979991912842,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
3803,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?,$30-$60,0.9772469997406006,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
578,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?,Varied,0.5060019493103027,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
2585,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?,71,0.6676819324493408,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
1736,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?,$30-$60,0.6106729507446289,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
720,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,Constant.,0.4908859729766845,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
3292,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?,$34-$62,0.4919700622558594,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
2440,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?,Variable.,0.6094460487365723,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
6176,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?,Variable,0.5002381801605225,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
3092,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?,Variable.,0.6880602836608887,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
1845,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?,$34-$62,0.533466101,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
1778,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?,Variable,0.9167017936706544,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
854,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?,Variable,0.5098633766174316,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
2144,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,Increasing,0.5247170925140381,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
3114,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?,Variable,0.7187728881835938,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
2206,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?,unspecified,0.6122739315032959,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
3395,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?,Unavailable.,0.4943470954895019,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
539,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?,$34-$62,0.8412811756134033,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
4647,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?,$30-$60,0.5301656723022461,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
2539,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?,$34-$62,0.5114531517028809,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
2928,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,Unpredictable,0.6038031578063965,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
272,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$1.20-$1.80,0.7086842060089111,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
3874,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?,55kg.,0.5145237445831299,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
4262,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?,$34-$62,0.5261788368225098,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
6063,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$1.30-$2.00,0.5550408363342285,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
805,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?,Wide,0.5228610038757324,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
240,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?,Variable,0.601128101,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
5648,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?,Variable,0.3955550193786621,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
3811,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?,Variable,0.5000131130218506,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
4065,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?,$30-$60,0.542039156,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
4060,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?,Variable,0.3930690288543701,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
1011,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$1.20-$4.24,0.776796818,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
2295,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?,Insufficient.,0.6822400093078613,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
1589,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?,Variable,0.5080912113189697,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
1435,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?,Variable,0.4746699333190918,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
1484,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?,Variable,0.4332339763641357,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
2459,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?,100lbs,0.5182311534881592,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
3670,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?,47,0.8220160007476807,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
6142,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?,Variable.,0.5135891437530518,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
63,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?,Variable,0.597877026,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
4403,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?,Variable,0.3918230533599853,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
3216,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?,Varied,0.5083670616149902,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
2289,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$1.30-$2.00,0.8048012256622314,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
5638,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?,$30-$60,1.008953094482422,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
3541,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?,450,0.5303609371185303,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
6341,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$1-$2,0.5953929424285889,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
4560,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?,90,0.4616000652313232,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
5908,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$1-$2,0.5149707794189453,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
5723,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?,$35-$67,0.6169321537017822,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
5345,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?,$30-$60,0.5684671401977539,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
491,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?,$34-$62,0.6136407852172852,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
5965,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?,$34-$62,0.9518029689788818,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
908,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?,Variable,0.5040009021759033,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
122,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$1.20-$2.00,0.8168976306915283,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
3372,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?,1-810,0.4935832023620605,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
3081,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?,Variable,0.5119521617889404,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
2093,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?,42,0.4466838836669922,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
3240,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?,64,0.5087189674377441,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
3604,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?,Variable,0.6019949913024902,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
1810,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$1.18-$2.19,0.4767742156982422,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
4067,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?,Variable,0.461209774,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
3413,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?,$34-$62,0.6108386516571045,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
2324,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?,Variable.,0.575383186,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
4452,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$1.20-$4.70,0.6006639003753662,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
1993,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?,Variable,0.5158638954162598,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
350,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?,Variable,0.3893868923187256,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
3245,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?,Variable,0.5026280879974365,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
4337,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,Narrow.,0.8480019569396973,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
3120,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,Varied.,0.489224911,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
1296,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,Increasing,0.8847928047180176,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
3088,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?,500,0.5102200508117676,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
574,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?,300,0.5217530727386475,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
5117,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?,$34-$62,0.6273350715637207,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
5536,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?,Variable.,0.923719883,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
1031,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?,Variable,0.508267879,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
1873,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,Variable,0.5282018184661865,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
3234,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?,Unknown.,0.4602272510528564,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
540,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?,$34-$62,0.5441799163818359,,determine range,reVLAT_NoViz+NoChoices,ChatGPT
